"global_var_name","file","start_line","end_line"
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",146,219
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",146,220
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",146,221
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",146,268
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",146,269
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",146,270
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",146,271
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",146,272
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",146,273
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",146,274
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",146,275
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",146,276
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",146,277
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",146,278
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",146,279
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",146,280
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",146,281
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",146,282
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",146,283
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",146,284
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",146,285
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",146,286
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",146,287
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",146,288
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,32
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,62
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,64
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,65
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,119
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,125
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,126
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,127
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,129
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,135
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,146
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,174
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,217
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,218
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,219
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,220
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,221
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,268
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,269
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,270
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,271
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,272
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,273
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,274
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,275
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,276
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,277
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,278
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,279
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,280
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,281
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,282
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,283
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,284
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,285
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,286
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,287
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",174,288
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,32
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,62
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,64
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,65
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,119
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,125
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,126
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,127
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,129
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,135
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,146
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,174
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,217
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,218
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,219
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,220
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,221
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,268
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,269
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,270
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,271
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,272
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,273
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,274
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,275
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,276
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,277
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,278
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,279
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,280
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,281
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,282
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,283
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,284
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,285
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,286
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,287
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",217,288
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,32
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,62
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,64
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,65
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,119
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,125
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,126
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,127
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,129
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,135
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,146
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,174
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,217
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,218
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,219
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,220
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,221
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,268
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,269
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,270
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,271
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,272
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,273
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,274
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,275
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,276
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,277
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,278
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,279
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,280
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,281
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,282
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,283
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,284
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,285
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,286
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,287
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",218,288
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,32
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,62
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,64
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,65
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,119
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,125
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,126
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,127
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,129
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,135
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,146
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,174
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,217
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,218
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,219
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,220
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,221
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,268
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,269
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,270
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,271
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,272
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,273
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,274
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,275
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,276
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,277
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,278
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,279
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,280
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,281
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,282
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,283
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,284
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,285
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,286
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,287
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",219,288
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,32
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,62
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,64
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,65
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,119
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,125
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,126
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,127
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,129
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,135
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,146
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,174
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,217
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,218
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,219
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,220
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,221
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,268
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,269
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,270
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,271
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,272
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,273
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,274
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,275
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,276
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,277
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,278
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,279
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,280
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,281
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,282
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,283
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,284
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,285
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,286
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,287
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",220,288
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,32
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,62
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,64
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,65
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,119
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,125
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,126
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,127
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,129
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,135
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,146
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,174
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,217
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,218
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,219
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,220
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,221
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,268
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,269
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,270
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,271
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,272
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,273
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,274
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,275
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,276
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,277
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,278
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,279
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,280
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,281
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,282
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,283
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,284
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,285
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,286
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,287
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",221,288
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,32
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,62
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,64
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,65
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,119
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,125
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,126
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,127
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,129
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,135
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,146
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,174
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,217
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,218
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,219
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,220
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,221
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,268
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,269
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,270
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,271
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,272
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,273
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,274
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,275
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,276
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,277
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,278
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,279
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,280
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,281
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,282
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,283
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,284
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,285
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,286
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,287
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",268,288
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,32
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,62
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,64
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,65
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,119
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,125
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,126
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,127
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,129
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,135
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,146
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,174
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,217
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,218
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,219
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,220
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,221
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,268
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,269
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,270
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,271
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,272
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,273
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,274
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,275
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,276
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,277
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,278
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,279
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,280
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,281
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,282
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,283
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,284
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,285
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,286
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,287
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",269,288
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,32
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,62
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,64
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,65
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,119
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,125
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,126
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,127
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,129
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,135
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,146
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,174
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,217
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,218
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,219
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,220
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,221
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,268
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,269
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,270
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,271
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,272
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,273
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,274
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,275
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,276
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,277
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,278
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,279
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,280
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,281
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,282
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,283
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,284
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,285
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,286
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,287
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",270,288
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,32
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,62
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,64
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,65
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,119
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,125
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,126
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,127
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,129
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,135
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,146
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,174
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,217
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,218
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,219
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,220
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,221
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,268
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,269
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,270
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,271
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,272
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,273
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,274
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,275
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,276
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,277
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,278
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,279
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,280
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,281
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,282
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,283
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,284
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,285
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,286
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,287
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",271,288
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",272,32
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",272,62
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",272,64
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",272,65
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",272,119
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",272,125
"__static_assert_failure","/home/runner/work/redis/redis/src/db.c",272,126
